total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,human_development_index,log_total_cases,log_total_deaths,log_population_density,log_reproduction_rate,iso_code,continent,location,date,hdi_category,stringency_category,aged_65_older_category,density_category,new_deaths_log,new_cases_log
2750318.0,16641.0,43991.857,94665.0,561.0,1006.7139999999999,12939.056,78.289,206.963,445.358,2.639,4.736000000000001,1.03,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.439382911161479,4.976189439230457,1.398634324538392,0.012837224705172217,BRA,South America,Brazil,1596412800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.748962861256161,4.221179420598498
2801921.0,51603.0,45532.857,95819.0,1154.0,1040.0,13181.825,242.77,214.21200000000002,450.787,5.428999999999999,4.893,1.03,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.44745588621466,4.981451634099375,1.398634324538392,0.012837224705172217,BRA,South America,Brazil,1596499200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0622058088197126,4.712674950572418
2859073.0,57152.0,43829.71400000001,97256.0,1437.0,1017.429,13450.701000000001,268.875,206.2,457.54699999999997,6.76,4.787,1.02,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.456225244232574,4.987916403689377,1.398634324538392,0.008600171761917567,BRA,South America,Brazil,1596585600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.157456768134226,4.7570314328724335
2912212.0,53139.0,43158.570999999996,98493.0,1237.0,1032.857,13700.697,249.99599999999998,203.042,463.36699999999996,5.82,4.859,1.02,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.464222987082916,4.993405365833643,1.398634324538392,0.008600171761917567,BRA,South America,Brazil,1596672000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0923696996291206,4.725413377349978
2962442.0,50230.0,42851.0,99572.0,1079.0,1013.857,13937.007,236.31,201.595,468.44300000000004,5.0760000000000005,4.77,1.01,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.471649856291905,4.998137230440916,1.398634324538392,0.004321373782642578,BRA,South America,Brazil,1596758400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0330214446829107,4.700963178159549
3012412.0,49970.0,43505.0,100477.0,905.0,987.7139999999999,14172.094,235.08700000000002,204.672,472.70099999999996,4.258,4.647,1.01,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.478914368953009,5.002066659604745,1.398634324538392,0.004321373782642578,BRA,South America,Brazil,1596844800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9566485792052033,4.698709349442587
3035422.0,23010.0,43106.429000000004,101049.0,572.0,992.143,14280.346000000001,108.25200000000001,202.797,475.392,2.6910000000000003,4.668,1.01,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.482219077464339,5.004532020012324,1.398634324538392,0.004321373782642578,BRA,South America,Brazil,1596931200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7573960287930244,4.361916618668643
3057470.0,22048.0,43878.857,101752.0,703.0,1012.429,14384.073,103.726,206.43099999999998,478.699,3.307,4.763,1.0,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.4853622044169486,5.007542954314235,1.398634324538392,0.0,BRA,South America,Brazil,1597017600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.846955325019824,4.3433692002275315
3109630.0,52160.0,43958.429000000004,103026.0,1274.0,1029.5710000000001,14629.463,245.39,206.805,484.69300000000004,5.994,4.843999999999999,1.0,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.492708717477728,5.012946838604286,1.398634324538392,0.0,BRA,South America,Brazil,1597104000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.1051694279993316,4.7173375827238635
3164785.0,55155.0,43673.143,104201.0,1175.0,992.143,14888.943000000001,259.48,205.463,490.221,5.528,4.668,1.0,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.500344211514448,5.017871886836807,1.398634324538392,0.0,BRA,South America,Brazil,1597190400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.070037866607755,4.741584888924543
3224876.0,60091.0,44666.28599999999,105463.0,1262.0,995.7139999999999,15171.645,282.702,210.136,496.158,5.937,4.684,0.99,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.508513020195756,5.02310012110994,1.398634324538392,-0.004364805402450088,BRA,South America,Brazil,1597276800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.1010593549081156,4.778809431353366
3275520.0,50644.0,44725.429000000004,106523.0,1060.0,993.0,15409.903999999999,238.25799999999998,210.41400000000002,501.145,4.987,4.672,0.99,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.515280255535054,5.027443388945077,1.398634324538392,-0.004364805402450088,BRA,South America,Brazil,1597363200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0253058652647704,4.704528000115979
3317096.0,41576.0,43526.28599999999,107232.0,709.0,965.0,15605.501,195.597,204.77200000000002,504.48,3.3360000000000003,4.54,0.98,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.520758040608102,5.030324406155177,1.398634324538392,-0.00877392430750515,BRA,South America,Brazil,1597449600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8506462351830666,4.618842703814803
3340197.0,23101.0,43539.28599999999,107852.0,620.0,971.857,15714.181,108.68,204.833,507.397,2.917,4.572,0.97,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.5237720816289,5.032828203039957,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1597536000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.792391689498254,4.363630780112138
3359570.0,19373.0,43157.143,108536.0,684.0,969.143,15805.322,91.14200000000001,203.03599999999997,510.615,3.218,4.559,0.97,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.526283694479785,5.0355738119925055,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1597622400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.835056101720116,4.287196878466229
3407354.0,47784.0,42532.0,109888.0,1352.0,980.2860000000001,16030.125,224.803,200.095,516.975,6.361000000000001,4.612,0.96,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.532417256039276,5.040950269144804,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1597708800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.130976691605617,4.679282501739015
3456652.0,49298.0,41695.286,111100.0,1212.0,985.571,16262.051000000001,231.926,196.158,522.677,5.702000000000001,4.637,0.96,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.538655658950213,5.0457140589408676,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1597795200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0835026198302673,4.692829300482448
3501975.0,45323.0,39585.571,112304.0,1204.0,977.2860000000001,16475.276,213.225,186.233,528.342,5.664,4.598,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.544313041404537,5.050395225068138,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1597881600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0806264869218056,4.656318648771342
3532330.0,30355.0,36687.143,113358.0,1054.0,976.429,16618.083,142.80700000000002,172.597,533.3,4.959,4.593999999999999,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.548061269787829,5.054452174954417,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1597968000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.022840610876528,4.4822302372089675
3582362.0,50032.0,37895.143,114250.0,892.0,1002.571,16853.462,235.37900000000002,178.28,537.497,4.196000000000001,4.717,0.96,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.554169469469144,5.057856208741888,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1598054400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.950364854376123,4.699247863898858
3605783.0,23421.0,37940.857,114744.0,494.0,984.571,16963.648,110.186,178.495,539.821,2.324,4.632,0.96,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.556999586851633,5.059729985407396,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1598140800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.693726948923647,4.36960543408435
3622861.0,17078.0,37613.0,115309.0,565.0,967.571,17043.993000000002,80.345,176.953,542.479,2.658,4.552,0.96,73.61,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.559051671574964,5.061863205801168,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1598227200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7520484478194387,4.232437009220555
3669995.0,47134.0,37520.143,116580.0,1271.0,956.0,17265.738,221.745,176.516,548.4580000000001,5.98,4.498,0.97,73.61,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.564665472569831,5.066624050983426,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1598313600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.104145550554008,4.6733342974768695
3717156.0,47161.0,37214.857,117665.0,1085.0,937.857,17487.61,221.872,175.08,553.563,5.104,4.412,0.96,73.61,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.570210787761722,5.070647299144681,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1598400000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0354297381845483,4.673583005283898
3761391.0,44235.0,37059.429,118649.0,984.0,906.429,17695.716,208.107,174.34900000000002,558.192,4.629,4.263999999999999,0.96,73.61,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.575348481073612,5.074264082238886,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1598486400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9929950984313414,4.645766031607479
3804803.0,43412.0,38924.714,119504.0,855.0,878.0,17899.951,204.235,183.12400000000002,562.215,4.022,4.131,0.97,73.61,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.580332175369982,5.077382442094652,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1598572800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.931966114728173,4.63760979433802
3846153.0,41350.0,37684.429,120262.0,758.0,858.857,18094.485,194.53400000000002,177.28900000000002,565.781,3.5660000000000003,4.041,0.97,73.61,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.585026556484386,5.080128422041838,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1598659200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8796692056320534,4.616475513888566
3862311.0,16158.0,36646.857,120828.0,566.0,869.143,18170.501,76.016,172.408,568.443,2.6630000000000003,4.0889999999999995,0.97,73.61,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.586847240998495,5.08216758690441,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1598745600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7528164311882715,4.208387603795154
3908272.0,45961.0,40773.0,121381.0,553.0,867.429,18386.728,216.227,191.81900000000002,571.045,2.602,4.081,0.97,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.591984781246419,5.084150711113692,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1598832000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7427251313046983,4.662389469314709
3950931.0,42659.0,40133.714,122596.0,1215.0,859.429,18587.42,200.692,188.812,576.761,5.716,4.043,0.96,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.596699445125405,5.088476300473855,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1598918400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.084576277934331,4.630010670626486
3997865.0,46934.0,40101.286,123780.0,1184.0,873.571,18808.224,220.804,188.65900000000002,582.331,5.57,4.11,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.601828124763351,5.092650478356795,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1599004800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.073351702386901,4.671487568998327
4041638.0,43773.0,40035.286,124614.0,834.0,852.143,19014.157,205.933,188.34900000000002,586.255,3.924,4.0089999999999995,0.94,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.606557412186977,5.095566836714743,1.398634324538392,-0.026872146400301365,BRA,South America,Brazil,1599091200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.921166050637739,4.641206312178522
4091801.0,50163.0,40999.714,125502.0,888.0,856.857,19250.152,235.995,192.886,590.433,4.178,4.031000000000001,0.93,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.611914504144853,5.09865064678951,1.398634324538392,-0.031517051446064856,BRA,South America,Brazil,1599177600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.948412965778601,4.700383501596293
4123000.0,31199.0,39549.571,126203.0,701.0,848.7139999999999,19396.93,146.778,186.06400000000002,593.73,3.298,3.9930000000000003,0.91,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.615213334801359,5.101069678742981,1.398634324538392,-0.040958607678906384,BRA,South America,Brazil,1599264000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8457180179666586,4.494140674100433
4137521.0,14521.0,39315.714,126650.0,447.0,831.7139999999999,19465.245,68.315,184.963,595.8330000000001,2.103,3.9130000000000003,0.91,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.616740211052289,5.102605194126567,1.398634324538392,-0.040958607678906384,BRA,South America,Brazil,1599350400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.6503075231319366,4.161996525422445
4147794.0,10273.0,34217.429,126960.0,310.0,797.0,19513.575,48.33,160.97799999999998,597.2919999999999,1.4580000000000002,3.75,0.9,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.617817179036949,5.103666913746792,1.398634324538392,-0.045757490560675115,BRA,South America,Brazil,1599436800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.4913616938342726,4.011697288114142
4162073.0,14279.0,30163.142999999996,127464.0,504.0,695.429,19580.752,67.17699999999999,141.905,599.663,2.371,3.272,0.9,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.619309693179584,5.105387543130743,1.398634324538392,-0.045757490560675115,BRA,South America,Brazil,1599523200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7024305364455254,4.154697793596388
4197889.0,35816.0,28574.857000000004,128539.0,1075.0,679.857,19749.25,168.49900000000002,134.43200000000002,604.72,5.0569999999999995,3.198,0.91,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.623030950843613,5.109034916889371,1.398634324538392,-0.040958607678906384,BRA,South America,Brazil,1599609600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.031408464251624,4.554077081375389
4238446.0,40557.0,28115.429,129522.0,983.0,701.143,19940.054,190.803,132.27100000000002,609.345,4.625,3.299,0.92,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.627206654391661,5.112343541908517,1.398634324538392,-0.03621217265444471,BRA,South America,Brazil,1599696000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9925535178321354,4.608065822764342
4282164.0,43718.0,27194.714,130396.0,874.0,699.143,20145.728,205.674,127.939,613.457,4.112,3.2889999999999997,0.93,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.6316632960577016,5.115264269274951,1.398634324538392,-0.031517051446064856,BRA,South America,Brazil,1599782400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.941511432634403,4.640660285738061
4315687.0,33523.0,27526.714,131210.0,814.0,715.2860000000001,20303.439,157.711,129.501,617.286,3.83,3.365,0.94,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.635049939462656,5.117966935491767,1.398634324538392,-0.026872146400301365,BRA,South America,Brazil,1599868800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.910624404889201,4.525342877056865
4330455.0,14768.0,27562.0,131625.0,415.0,710.7139999999999,20372.916,69.477,129.667,619.239,1.952,3.344,0.94,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.636533529981032,5.119338384193543,1.398634324538392,-0.026872146400301365,BRA,South America,Brazil,1599955200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.6180480967120925,4.1693216836818365
4345610.0,15155.0,28259.429,132006.0,381.0,720.857,20444.214,71.298,132.94799999999998,621.031,1.7919999999999998,3.391,0.94,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.638050747652234,5.12059367141548,1.398634324538392,-0.026872146400301365,BRA,South America,Brazil,1600041600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.5809249756756194,4.180555940703641
4382263.0,36653.0,31455.714,133119.0,1113.0,807.857,20616.65,172.43599999999998,147.986,626.2669999999999,5.236000000000001,3.801,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.641698438040125,5.1242400465058955,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600128000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0464951643347082,4.564109526865949
4419083.0,36820.0,31599.142999999996,134106.0,987.0,795.2860000000001,20789.872,173.222,148.66,630.911,4.643,3.741,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.645332158634817,5.127448208937345,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600214400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9943171526696366,4.566083784167996
4455386.0,36303.0,30991.429,134935.0,829.0,773.2860000000001,20960.662,170.79,145.80100000000002,634.811,3.9,3.638,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.648885335849441,5.130124613388263,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600300800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9185545305502734,4.5599425156589914
4495183.0,39797.0,30431.286,135793.0,858.0,771.0,21147.89,187.22799999999998,143.166,638.847,4.037,3.627,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.652747376663781,5.132877383053996,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600387200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9334872878487053,4.5998503350748985
4528240.0,33057.0,30364.714,136532.0,739.0,760.2860000000001,21303.409,155.519,142.85299999999998,642.3240000000001,3.477,3.577,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.655929436712339,5.135234452070353,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600473600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8686444383948255,4.519263437784619
4544629.0,16389.0,30596.286,136895.0,363.0,752.857,21380.512000000002,77.10300000000001,143.942,644.0319999999999,1.7080000000000002,3.542,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.657498435450342,5.136387586102837,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600560000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.5599066250361124,4.214552455234245
4558040.0,13411.0,30347.142999999996,137272.0,377.0,752.2860000000001,21443.605,63.093,142.77,645.805,1.774,3.5389999999999997,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.658778132099963,5.137581961230932,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600646400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.576341350205793,4.127461162511537
4591364.0,33324.0,29871.571,138105.0,833.0,712.2860000000001,21600.38,156.775,140.533,649.724,3.9189999999999996,3.3510000000000004,0.95,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.661941724681701,5.140209402207167,1.398634324538392,-0.022276394711152253,BRA,South America,Brazil,1600732800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9206450014067875,4.522757125797883
4657702.0,66338.0,28902.286,139808.0,1703.0,696.143,21912.472,312.092,135.97299999999998,657.7360000000001,8.012,3.275,0.98,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.668171698905476,5.1455320230294745,1.398634324538392,-0.00877392430750515,BRA,South America,Brazil,1600905600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.231214647962601,4.821762373995989
4689613.0,31911.0,27775.714,140537.0,729.0,677.7139999999999,22062.599,150.127,130.673,661.166,3.43,3.188,0.97,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.671137004996706,5.147790678549772,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1600992000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8627275283179747,4.503940413960889
4717991.0,28378.0,27107.286,141406.0,869.0,696.2860000000001,22196.105,133.506,127.52799999999999,665.2539999999999,4.088,3.2760000000000002,0.97,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.673757108093861,5.150467837407189,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1601078400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9390197764486663,4.4529817843712465
4732309.0,14318.0,26811.429,141741.0,335.0,692.2860000000001,22263.465,67.36,126.13600000000001,666.83,1.5759999999999998,3.2569999999999997,0.97,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.6750730944963745,5.151495492436715,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1601164800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.525044807036845,4.155882358081815
4745464.0,13155.0,26774.857000000004,142058.0,317.0,683.7139999999999,22325.354,61.888999999999996,125.964,668.321,1.4909999999999999,3.217,0.97,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.676278683104212,5.152465696052789,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1601251200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.5010592622177517,4.119090852421722
4777522.0,32058.0,26594.0,142921.0,863.0,688.0,22476.173,150.819,125.113,672.3810000000001,4.06,3.237,0.97,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.679202695613309,5.155096046244106,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1601337600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9360107957152097,4.505936424566549
4810935.0,33413.0,31367.286,143952.0,1031.0,835.2860000000001,22633.366,157.194,147.57,677.232,4.85,3.93,0.97,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.682229489238456,5.158217703135114,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1601424000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0132586652835167,4.523915470698113
4847092.0,36157.0,27055.714,144680.0,728.0,696.0,22803.468999999997,170.10299999999998,127.285,680.6569999999999,3.425,3.2739999999999996,0.96,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.685481262906822,5.1604085000895825,1.398634324538392,-0.017728766960431602,BRA,South America,Brazil,1601510400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.862131379313037,4.558192389239849
